record_id,date,year,month,city,state,country,latitude,longitude,temperature,humidity,rainfall,wind_speed,pressure,weather_condition,disaster_type,disaster_risk_level,river_level,soil_moisture,alert_status,response_action
REC_1348,2023-06-03,2023,6,Beijing,Beijing,China,39.9042,116.4074,31.1,77,92.7,68.9,1047,Snow,None,Low,4.3,75,Normal,No Action
REC_1349,2024-08-16,2024,8,New York,New York,USA,40.7128,-74.006,29.5,15,130.4,90.5,966,Thunderstorm,Storm,Medium,8.0,26,Watch,Monitor
REC_1350,2023-07-25,2023,7,Cape Town,Western Cape,South Africa,-33.9249,18.4241,27.0,29,196.8,111.3,987,Thunderstorm,Cyclone,Critical,5.3,68,Emergency,Evacuation Support
REC_1351,2023-01-07,2023,1,Tokyo,Tokyo,Japan,35.6762,139.6503,44.6,65,153.0,41.5,1012,Clear,Heatwave,Medium,0.9,36,Watch,Monitor
REC_1352,2024-01-13,2024,1,Cairo,Cairo,Egypt,30.0444,31.2357,34.6,91,15.5,78.1,985,Cloudy,None,Low,9.6,23,Normal,No Action
REC_1353,2023-06-27,2023,6,Beijing,Beijing,China,39.9042,116.4074,10.3,53,95.4,20.3,1006,Snow,Landslide,Medium,6.8,56,Watch,Monitor
REC_1354,2023-07-02,2023,7,Dubai,Dubai,UAE,25.2048,55.2708,29.2,91,186.9,57.7,1048,Thunderstorm,None,Low,7.9,16,Normal,No Action
REC_1355,2024-02-23,2024,2,Paris,Ile-de-France,France,48.8566,2.3522,9.5,28,139.2,119.5,958,Rain,Cyclone,Medium,2.8,71,Watch,Monitor
REC_1356,2024-11-22,2024,11,Mumbai,Maharashtra,India,19.076,72.8777,15.0,18,59.9,99.7,1042,Thunderstorm,Storm,Critical,3.2,83,Emergency,Evacuation Support
REC_1357,2023-06-16,2023,6,New York,New York,USA,40.7128,-74.006,10.8,16,9.4,87.2,1037,Thunderstorm,Cyclone,Critical,5.4,64,Emergency,Evacuation Support
REC_1358,2023-06-18,2023,6,Cape Town,Western Cape,South Africa,-33.9249,18.4241,21.5,45,21.8,105.4,985,Thunderstorm,Cyclone,Medium,6.2,56,Watch,Monitor
REC_1359,2024-07-08,2024,7,Los Angeles,California,USA,34.0522,-118.2437,2.1,26,96.0,32.9,1025,Fog,Landslide,High,7.7,59,Warning,Alert Public
REC_1360,2023-02-18,2023,2,Cairo,Cairo,Egypt,30.0444,31.2357,44.4,43,63.4,32.9,982,Snow,None,Low,6.3,79,Normal,No Action
REC_1361,2023-05-20,2023,5,Dubai,Dubai,UAE,25.2048,55.2708,17.5,70,22.7,31.2,1033,Cloudy,None,Low,2.4,62,Normal,No Action
REC_1362,2024-04-29,2024,4,Sydney,NSW,Australia,-33.8688,151.2093,-4.6,34,11.5,74.4,1029,Thunderstorm,Landslide,High,1.2,41,Warning,Alert Public
REC_1363,2024-03-07,2024,3,Moscow,Moscow,Russia,55.7558,37.6173,30.7,97,135.1,38.0,983,Snow,Landslide,High,6.0,87,Warning,Alert Public
REC_1364,2023-11-18,2023,11,London,England,UK,51.5074,-0.1278,18.6,96,139.2,57.9,975,Thunderstorm,Flood,High,9.8,25,Warning,Alert Public
REC_1365,2024-04-12,2024,4,New York,New York,USA,40.7128,-74.006,43.9,33,38.7,39.2,1012,Rain,Cyclone,High,0.6,87,Warning,Alert Public
REC_1366,2024-01-17,2024,1,Dubai,Dubai,UAE,25.2048,55.2708,42.7,30,27.4,14.8,1037,Thunderstorm,None,Low,6.5,87,Normal,No Action
REC_1367,2024-07-20,2024,7,Dubai,Dubai,UAE,25.2048,55.2708,34.4,72,126.5,117.8,1002,Rain,Flood,Medium,9.5,27,Watch,Monitor
REC_1368,2024-08-23,2024,8,Toronto,Ontario,Canada,43.651,-79.347,40.7,78,138.0,96.3,1001,Clear,Heatwave,Critical,4.0,90,Emergency,Evacuation Support
REC_1369,2024-06-26,2024,6,Los Angeles,California,USA,34.0522,-118.2437,39.5,100,57.8,29.7,1006,Clear,Heatwave,Medium,1.9,23,Watch,Monitor
REC_1370,2024-04-17,2024,4,London,England,UK,51.5074,-0.1278,-6.2,32,74.2,60.0,950,Clear,None,Low,8.1,31,Normal,No Action
REC_1371,2023-10-19,2023,10,Cairo,Cairo,Egypt,30.0444,31.2357,19.3,11,131.4,7.1,1045,Rain,None,Low,2.9,91,Normal,No Action
REC_1372,2024-03-25,2024,3,London,England,UK,51.5074,-0.1278,2.9,41,123.1,63.0,975,Clear,None,Low,3.2,59,Normal,No Action
REC_1373,2023-04-15,2023,4,Sydney,NSW,Australia,-33.8688,151.2093,0.8,63,115.6,72.5,1013,Thunderstorm,Flood,High,7.8,30,Warning,Alert Public
REC_1374,2023-02-10,2023,2,Beijing,Beijing,China,39.9042,116.4074,23.1,98,83.6,15.2,997,Clear,Heatwave,Critical,5.5,17,Emergency,Evacuation Support
REC_1375,2024-06-16,2024,6,Dubai,Dubai,UAE,25.2048,55.2708,26.3,52,165.1,9.9,978,Thunderstorm,Flood,Critical,8.7,40,Emergency,Evacuation Support
REC_1376,2024-07-05,2024,7,New York,New York,USA,40.7128,-74.006,6.4,71,176.3,45.1,953,Clear,Landslide,Medium,1.9,48,Watch,Monitor
REC_1377,2024-06-08,2024,6,Singapore,Singapore,Singapore,1.3521,103.8198,28.3,38,141.7,15.3,1015,Fog,None,Low,0.7,50,Normal,No Action
REC_1378,2024-02-04,2024,2,Mumbai,Maharashtra,India,19.076,72.8777,27.5,34,94.1,30.3,984,Fog,Landslide,Critical,1.5,83,Emergency,Evacuation Support
REC_1379,2023-12-20,2023,12,New York,New York,USA,40.7128,-74.006,38.6,92,188.2,22.7,979,Clear,Heatwave,Critical,1.9,64,Emergency,Evacuation Support
REC_1380,2024-08-05,2024,8,Los Angeles,California,USA,34.0522,-118.2437,15.7,97,62.8,14.2,999,Clear,Landslide,Critical,6.0,19,Emergency,Evacuation Support
REC_1381,2023-11-15,2023,11,Sydney,NSW,Australia,-33.8688,151.2093,37.2,46,145.6,8.0,984,Clear,None,Low,6.2,30,Normal,No Action
REC_1382,2024-07-04,2024,7,Mumbai,Maharashtra,India,19.076,72.8777,14.1,31,66.6,45.8,978,Rain,Landslide,Critical,9.1,61,Emergency,Evacuation Support
REC_1383,2024-11-29,2024,11,Dubai,Dubai,UAE,25.2048,55.2708,9.6,23,117.5,88.3,981,Thunderstorm,Flood,Medium,8.4,38,Watch,Monitor
REC_1384,2024-11-08,2024,11,Dubai,Dubai,UAE,25.2048,55.2708,28.5,29,84.0,4.7,984,Rain,None,Low,6.9,15,Normal,No Action
REC_1385,2024-06-29,2024,6,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,8.6,42,112.1,95.4,1004,Thunderstorm,Cyclone,High,2.0,64,Warning,Alert Public
REC_1386,2024-11-26,2024,11,Cairo,Cairo,Egypt,30.0444,31.2357,7.5,39,100.3,99.4,1001,Rain,Storm,Medium,6.4,52,Watch,Monitor
REC_1387,2023-03-07,2023,3,Toronto,Ontario,Canada,43.651,-79.347,14.6,87,97.3,1.2,1014,Thunderstorm,Storm,Medium,3.0,66,Watch,Monitor
REC_1388,2023-07-28,2023,7,Moscow,Moscow,Russia,55.7558,37.6173,-2.0,52,4.2,72.1,1016,Thunderstorm,None,Low,1.6,58,Normal,No Action
REC_1389,2024-09-23,2024,9,Mumbai,Maharashtra,India,19.076,72.8777,-9.7,90,12.7,18.7,982,Fog,None,Low,7.1,71,Normal,No Action
REC_1390,2023-05-20,2023,5,Toronto,Ontario,Canada,43.651,-79.347,41.2,56,93.1,14.2,1026,Fog,None,Low,1.1,17,Normal,No Action
REC_1391,2023-06-19,2023,6,Moscow,Moscow,Russia,55.7558,37.6173,30.8,50,80.7,66.6,1030,Snow,None,Low,5.2,5,Normal,No Action
REC_1392,2024-11-06,2024,11,New York,New York,USA,40.7128,-74.006,12.4,73,166.8,79.8,996,Clear,Landslide,Critical,7.8,52,Emergency,Evacuation Support
REC_1393,2024-01-01,2024,1,Mumbai,Maharashtra,India,19.076,72.8777,36.2,85,192.6,85.0,1002,Thunderstorm,Cyclone,Medium,3.8,58,Watch,Monitor
REC_1394,2024-05-29,2024,5,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,14.7,97,72.6,8.8,989,Cloudy,None,Low,8.2,46,Normal,No Action
REC_1395,2024-05-15,2024,5,Moscow,Moscow,Russia,55.7558,37.6173,24.9,81,115.9,100.6,982,Rain,Storm,Critical,2.6,52,Emergency,Evacuation Support
REC_1396,2023-11-09,2023,11,Mumbai,Maharashtra,India,19.076,72.8777,4.1,47,133.6,18.2,1022,Thunderstorm,None,Low,2.9,8,Normal,No Action
REC_1397,2024-04-15,2024,4,Sydney,NSW,Australia,-33.8688,151.2093,-4.7,95,102.2,45.9,973,Fog,None,Low,5.8,42,Normal,No Action
REC_1398,2023-07-03,2023,7,Cape Town,Western Cape,South Africa,-33.9249,18.4241,35.6,13,51.5,105.1,989,Thunderstorm,Cyclone,Critical,2.3,82,Emergency,Evacuation Support
REC_1399,2024-01-19,2024,1,New York,New York,USA,40.7128,-74.006,19.2,77,40.4,42.7,993,Cloudy,None,Low,1.4,17,Normal,No Action
REC_1400,2024-04-07,2024,4,Dubai,Dubai,UAE,25.2048,55.2708,35.2,60,155.8,2.7,1037,Thunderstorm,Cyclone,Critical,3.3,92,Emergency,Evacuation Support
REC_1401,2023-04-06,2023,4,Cape Town,Western Cape,South Africa,-33.9249,18.4241,28.2,95,142.4,84.0,1000,Thunderstorm,Storm,High,4.9,80,Warning,Alert Public
REC_1402,2023-01-07,2023,1,Mumbai,Maharashtra,India,19.076,72.8777,-0.9,18,122.9,94.4,1029,Rain,Storm,Medium,5.8,62,Watch,Monitor
REC_1403,2023-03-01,2023,3,Tokyo,Tokyo,Japan,35.6762,139.6503,5.9,43,185.2,105.6,974,Rain,Cyclone,Critical,7.4,94,Emergency,Evacuation Support
REC_1404,2024-08-01,2024,8,London,England,UK,51.5074,-0.1278,-2.4,96,7.9,92.0,1011,Thunderstorm,Storm,Critical,2.9,9,Emergency,Evacuation Support
REC_1405,2024-09-05,2024,9,Toronto,Ontario,Canada,43.651,-79.347,-2.3,63,33.7,2.2,963,Cloudy,None,Low,8.0,34,Normal,No Action
REC_1406,2023-04-16,2023,4,Sydney,NSW,Australia,-33.8688,151.2093,21.1,54,191.9,8.4,1017,Snow,None,Low,2.2,55,Normal,No Action
REC_1407,2023-07-09,2023,7,Sydney,NSW,Australia,-33.8688,151.2093,29.9,49,42.6,91.4,963,Thunderstorm,Cyclone,Medium,8.0,84,Watch,Monitor
REC_1408,2023-10-28,2023,10,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,30.0,57,25.8,74.0,958,Snow,None,Low,8.6,52,Normal,No Action
REC_1409,2024-12-22,2024,12,Cairo,Cairo,Egypt,30.0444,31.2357,16.4,42,38.8,88.2,966,Rain,Cyclone,High,0.9,91,Warning,Alert Public
REC_1410,2023-08-28,2023,8,New York,New York,USA,40.7128,-74.006,-3.7,15,81.2,51.1,953,Cloudy,None,Low,3.2,12,Normal,No Action
REC_1411,2024-03-26,2024,3,New York,New York,USA,40.7128,-74.006,5.6,27,74.3,92.0,1007,Rain,Storm,High,6.7,83,Warning,Alert Public
REC_1412,2024-11-22,2024,11,Beijing,Beijing,China,39.9042,116.4074,11.9,42,11.2,62.0,953,Thunderstorm,Landslide,Critical,3.2,74,Emergency,Evacuation Support
REC_1413,2023-11-21,2023,11,Los Angeles,California,USA,34.0522,-118.2437,21.3,96,91.9,39.2,993,Fog,Landslide,Critical,1.1,31,Emergency,Evacuation Support
REC_1414,2023-07-29,2023,7,Dubai,Dubai,UAE,25.2048,55.2708,35.5,31,13.3,103.2,1045,Rain,Storm,Critical,1.5,21,Emergency,Evacuation Support
REC_1415,2024-01-21,2024,1,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,-1.5,99,11.6,39.7,1022,Fog,None,Low,3.1,46,Normal,No Action
REC_1416,2023-03-18,2023,3,Los Angeles,California,USA,34.0522,-118.2437,17.3,74,56.6,114.4,1004,Thunderstorm,Storm,High,0.6,95,Warning,Alert Public
REC_1417,2024-06-17,2024,6,Tokyo,Tokyo,Japan,35.6762,139.6503,17.9,81,186.4,110.3,980,Thunderstorm,Cyclone,Critical,2.7,8,Emergency,Evacuation Support
REC_1418,2023-08-13,2023,8,Toronto,Ontario,Canada,43.651,-79.347,14.7,76,111.7,93.8,1000,Thunderstorm,Flood,Critical,9.2,46,Emergency,Evacuation Support
REC_1419,2024-04-12,2024,4,Paris,Ile-de-France,France,48.8566,2.3522,43.8,34,191.5,58.3,988,Clear,Landslide,Medium,0.9,79,Watch,Monitor
REC_1420,2024-07-09,2024,7,Tokyo,Tokyo,Japan,35.6762,139.6503,13.7,23,132.4,85.7,965,Thunderstorm,Cyclone,Medium,4.7,88,Watch,Monitor
REC_1421,2023-01-06,2023,1,New York,New York,USA,40.7128,-74.006,43.0,60,38.5,69.7,998,Fog,None,Low,7.7,24,Normal,No Action
REC_1422,2024-12-23,2024,12,Los Angeles,California,USA,34.0522,-118.2437,15.6,41,29.3,26.6,1026,Clear,Drought,Medium,3.9,52,Watch,Monitor
REC_1423,2023-09-29,2023,9,Cape Town,Western Cape,South Africa,-33.9249,18.4241,12.7,61,61.6,36.1,958,Rain,None,Low,8.7,74,Normal,No Action
REC_1424,2023-11-27,2023,11,Toronto,Ontario,Canada,43.651,-79.347,-6.2,30,144.6,7.8,1050,Clear,Heatwave,Medium,5.5,84,Watch,Monitor
REC_1425,2023-09-08,2023,9,Mumbai,Maharashtra,India,19.076,72.8777,-0.1,81,185.3,61.3,950,Thunderstorm,None,Low,0.7,83,Normal,No Action
REC_1426,2024-02-06,2024,2,Cape Town,Western Cape,South Africa,-33.9249,18.4241,11.3,26,128.2,84.4,974,Rain,Flood,Medium,9.5,45,Watch,Monitor
REC_1427,2023-09-06,2023,9,Los Angeles,California,USA,34.0522,-118.2437,24.8,46,64.1,59.7,965,Thunderstorm,None,Low,2.4,88,Normal,No Action
REC_1428,2024-03-26,2024,3,Beijing,Beijing,China,39.9042,116.4074,-2.7,95,134.3,60.2,962,Fog,None,Low,7.9,17,Normal,No Action
REC_1429,2024-12-16,2024,12,Beijing,Beijing,China,39.9042,116.4074,7.2,75,163.7,103.1,1027,Thunderstorm,Cyclone,Critical,4.1,89,Emergency,Evacuation Support
REC_1430,2024-07-05,2024,7,Moscow,Moscow,Russia,55.7558,37.6173,-5.7,25,172.8,49.3,975,Rain,Flood,Medium,9.4,34,Watch,Monitor
REC_1431,2024-12-15,2024,12,Toronto,Ontario,Canada,43.651,-79.347,43.7,62,192.4,42.2,1003,Clear,Heatwave,Medium,3.3,31,Watch,Monitor
REC_1432,2023-12-12,2023,12,Mumbai,Maharashtra,India,19.076,72.8777,-9.9,41,49.5,75.4,957,Clear,None,Low,1.0,55,Normal,No Action
REC_1433,2024-04-16,2024,4,Mumbai,Maharashtra,India,19.076,72.8777,-8.9,47,28.9,74.8,1045,Fog,None,Low,9.8,49,Normal,No Action
REC_1434,2024-11-29,2024,11,Cairo,Cairo,Egypt,30.0444,31.2357,-5.2,51,188.5,15.3,984,Clear,Landslide,Critical,6.4,37,Emergency,Evacuation Support
REC_1435,2023-04-23,2023,4,Dubai,Dubai,UAE,25.2048,55.2708,6.0,20,82.9,31.6,997,Clear,Heatwave,Critical,7.6,50,Emergency,Evacuation Support
REC_1436,2024-02-12,2024,2,Moscow,Moscow,Russia,55.7558,37.6173,44.6,99,196.3,110.5,1003,Thunderstorm,Flood,Medium,9.4,43,Watch,Monitor
REC_1437,2023-06-09,2023,6,Mumbai,Maharashtra,India,19.076,72.8777,20.8,85,124.3,69.9,1011,Rain,None,Low,7.8,42,Normal,No Action
REC_1438,2024-12-10,2024,12,Sydney,NSW,Australia,-33.8688,151.2093,-2.8,54,135.3,95.8,968,Thunderstorm,Storm,Medium,4.7,20,Watch,Monitor
REC_1439,2024-08-20,2024,8,Cape Town,Western Cape,South Africa,-33.9249,18.4241,16.0,40,164.6,29.4,1032,Fog,None,Low,3.5,34,Normal,No Action
REC_1440,2024-12-26,2024,12,Tokyo,Tokyo,Japan,35.6762,139.6503,2.4,56,176.1,80.7,1040,Rain,Cyclone,Medium,3.9,21,Watch,Monitor
REC_1441,2023-09-01,2023,9,Toronto,Ontario,Canada,43.651,-79.347,42.0,87,160.9,108.1,1011,Clear,Heatwave,Critical,6.6,54,Emergency,Evacuation Support
REC_1442,2023-11-01,2023,11,Los Angeles,California,USA,34.0522,-118.2437,37.8,62,58.2,99.6,995,Rain,Cyclone,High,0.7,62,Warning,Alert Public
REC_1443,2023-12-01,2023,12,Beijing,Beijing,China,39.9042,116.4074,0.5,36,66.3,27.6,974,Rain,Landslide,High,9.7,65,Warning,Alert Public
REC_1444,2024-05-09,2024,5,Mumbai,Maharashtra,India,19.076,72.8777,-9.4,11,74.0,60.1,978,Snow,None,Low,7.2,74,Normal,No Action
REC_1445,2023-04-01,2023,4,Toronto,Ontario,Canada,43.651,-79.347,6.9,29,86.1,84.3,1010,Thunderstorm,Storm,Critical,1.9,67,Emergency,Evacuation Support
REC_1446,2023-07-18,2023,7,Dubai,Dubai,UAE,25.2048,55.2708,-3.7,83,17.8,85.3,1022,Rain,Cyclone,High,7.5,14,Warning,Alert Public
REC_1447,2024-11-13,2024,11,Singapore,Singapore,Singapore,1.3521,103.8198,-8.4,89,74.8,30.9,1034,Rain,Flood,Medium,9.7,77,Watch,Monitor
REC_1448,2023-03-24,2023,3,New York,New York,USA,40.7128,-74.006,42.5,82,26.0,59.5,994,Clear,Heatwave,Medium,5.0,71,Watch,Monitor
REC_1449,2023-09-15,2023,9,Dubai,Dubai,UAE,25.2048,55.2708,41.7,85,1.0,55.2,1010,Clear,Heatwave,Medium,7.8,41,Watch,Monitor
REC_1450,2024-05-04,2024,5,Singapore,Singapore,Singapore,1.3521,103.8198,41.7,66,32.9,68.2,1010,Clear,Heatwave,Critical,6.7,91,Emergency,Evacuation Support
REC_1451,2023-09-03,2023,9,Toronto,Ontario,Canada,43.651,-79.347,36.2,30,12.3,71.4,959,Rain,None,Low,4.5,57,Normal,No Action
REC_1452,2024-11-09,2024,11,Beijing,Beijing,China,39.9042,116.4074,10.9,12,194.7,91.2,971,Thunderstorm,Cyclone,Critical,7.5,67,Emergency,Evacuation Support
REC_1453,2024-07-11,2024,7,Cairo,Cairo,Egypt,30.0444,31.2357,30.6,17,189.7,19.1,1032,Rain,Flood,Critical,8.1,78,Emergency,Evacuation Support
REC_1454,2023-02-23,2023,2,Beijing,Beijing,China,39.9042,116.4074,-6.1,60,86.6,43.3,1038,Clear,None,Low,9.3,58,Normal,No Action
REC_1455,2023-11-03,2023,11,Paris,Ile-de-France,France,48.8566,2.3522,-6.9,95,37.4,6.1,961,Snow,None,Low,1.4,79,Normal,No Action
REC_1456,2023-07-10,2023,7,Paris,Ile-de-France,France,48.8566,2.3522,40.1,89,148.5,19.5,996,Rain,Flood,High,8.5,75,Warning,Alert Public
REC_1457,2024-09-22,2024,9,London,England,UK,51.5074,-0.1278,0.0,90,92.6,101.6,974,Rain,Storm,High,2.4,13,Warning,Alert Public
REC_1458,2023-07-31,2023,7,Tokyo,Tokyo,Japan,35.6762,139.6503,1.2,32,69.5,30.3,971,Thunderstorm,None,Low,4.6,20,Normal,No Action
REC_1459,2023-05-15,2023,5,Singapore,Singapore,Singapore,1.3521,103.8198,23.8,39,29.5,57.1,958,Rain,None,Low,9.2,88,Normal,No Action
REC_1460,2023-12-11,2023,12,Tokyo,Tokyo,Japan,35.6762,139.6503,-9.4,16,189.2,106.1,1022,Thunderstorm,Cyclone,Critical,6.5,55,Emergency,Evacuation Support
REC_1461,2023-04-09,2023,4,Mumbai,Maharashtra,India,19.076,72.8777,-2.9,47,26.2,24.3,1037,Thunderstorm,Flood,Critical,2.2,67,Emergency,Evacuation Support
REC_1462,2024-11-08,2024,11,Cairo,Cairo,Egypt,30.0444,31.2357,37.1,73,153.0,38.3,1039,Rain,Flood,Critical,9.8,79,Emergency,Evacuation Support
REC_1463,2024-09-10,2024,9,Toronto,Ontario,Canada,43.651,-79.347,-7.9,83,79.4,27.1,1033,Rain,None,Low,1.1,30,Normal,No Action
REC_1464,2024-03-21,2024,3,Singapore,Singapore,Singapore,1.3521,103.8198,40.9,65,47.5,65.6,1018,Clear,Heatwave,Medium,8.5,67,Watch,Monitor
REC_1465,2023-05-17,2023,5,London,England,UK,51.5074,-0.1278,18.2,43,53.5,24.5,1009,Clear,None,Low,3.6,17,Normal,No Action
REC_1466,2024-07-24,2024,7,Sydney,NSW,Australia,-33.8688,151.2093,19.0,92,41.8,18.6,1029,Rain,None,Low,2.0,92,Normal,No Action
REC_1467,2024-04-08,2024,4,Mumbai,Maharashtra,India,19.076,72.8777,32.1,28,194.1,115.6,997,Rain,Flood,Medium,9.9,72,Watch,Monitor
REC_1468,2024-03-14,2024,3,Toronto,Ontario,Canada,43.651,-79.347,5.8,90,168.1,62.7,985,Rain,Flood,Medium,4.3,44,Watch,Monitor
REC_1469,2023-03-10,2023,3,Paris,Ile-de-France,France,48.8566,2.3522,22.6,62,141.0,43.6,1022,Fog,None,Low,7.3,24,Normal,No Action
REC_1470,2024-09-11,2024,9,Singapore,Singapore,Singapore,1.3521,103.8198,18.9,97,38.6,108.9,957,Thunderstorm,Storm,Medium,7.4,19,Watch,Monitor
REC_1471,2023-09-17,2023,9,Tokyo,Tokyo,Japan,35.6762,139.6503,2.4,43,59.7,105.0,982,Thunderstorm,Cyclone,Medium,4.3,41,Watch,Monitor
REC_1472,2023-05-23,2023,5,Singapore,Singapore,Singapore,1.3521,103.8198,16.5,96,32.1,87.2,968,Thunderstorm,Storm,Medium,1.2,58,Watch,Monitor
REC_1473,2024-06-26,2024,6,Cairo,Cairo,Egypt,30.0444,31.2357,-2.0,93,127.3,94.8,973,Thunderstorm,Cyclone,Medium,3.9,40,Watch,Monitor
REC_1474,2023-01-21,2023,1,Mumbai,Maharashtra,India,19.076,72.8777,21.5,81,12.3,88.3,1038,Thunderstorm,Cyclone,High,6.8,34,Warning,Alert Public
REC_1475,2023-05-12,2023,5,Los Angeles,California,USA,34.0522,-118.2437,37.0,33,96.1,26.0,960,Cloudy,None,Low,8.8,30,Normal,No Action
REC_1476,2024-06-07,2024,6,Singapore,Singapore,Singapore,1.3521,103.8198,7.8,30,179.5,7.1,965,Rain,Flood,Critical,10.0,89,Emergency,Evacuation Support
REC_1477,2024-03-06,2024,3,Cairo,Cairo,Egypt,30.0444,31.2357,-7.0,59,7.3,76.5,1019,Fog,None,Low,3.7,92,Normal,No Action
REC_1478,2023-05-24,2023,5,Moscow,Moscow,Russia,55.7558,37.6173,-5.1,26,169.2,102.6,970,Thunderstorm,Storm,High,5.6,18,Warning,Alert Public
REC_1479,2023-04-05,2023,4,Mumbai,Maharashtra,India,19.076,72.8777,12.7,40,158.9,96.4,982,Rain,Flood,Critical,8.5,29,Emergency,Evacuation Support
REC_1480,2023-08-08,2023,8,Cape Town,Western Cape,South Africa,-33.9249,18.4241,-7.4,58,185.5,72.1,964,Snow,Landslide,High,2.1,35,Warning,Alert Public
REC_1481,2023-03-23,2023,3,Dubai,Dubai,UAE,25.2048,55.2708,25.8,85,72.2,21.4,1023,Rain,None,Low,2.0,44,Normal,No Action
REC_1482,2023-11-18,2023,11,Singapore,Singapore,Singapore,1.3521,103.8198,20.0,87,36.8,116.4,1030,Thunderstorm,Storm,Critical,9.7,60,Emergency,Evacuation Support
REC_1483,2024-10-23,2024,10,Moscow,Moscow,Russia,55.7558,37.6173,27.1,70,71.0,57.7,972,Rain,Landslide,Critical,6.4,59,Emergency,Evacuation Support
REC_1484,2023-05-28,2023,5,Sydney,NSW,Australia,-33.8688,151.2093,24.2,78,95.1,88.6,959,Thunderstorm,Cyclone,Medium,9.1,35,Watch,Monitor
REC_1485,2023-04-29,2023,4,Los Angeles,California,USA,34.0522,-118.2437,20.8,96,82.9,112.6,993,Thunderstorm,Cyclone,High,2.1,41,Warning,Alert Public
REC_1486,2024-04-22,2024,4,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,-4.3,17,127.4,51.5,1034,Clear,None,Low,0.7,64,Normal,No Action
REC_1487,2023-05-03,2023,5,Cape Town,Western Cape,South Africa,-33.9249,18.4241,5.0,94,27.2,69.8,1032,Clear,None,Low,8.8,12,Normal,No Action
REC_1488,2023-08-01,2023,8,Beijing,Beijing,China,39.9042,116.4074,39.4,48,2.0,74.6,974,Clear,Drought,High,0.9,13,Warning,Alert Public
REC_1489,2024-06-03,2024,6,Beijing,Beijing,China,39.9042,116.4074,20.6,47,2.6,58.4,953,Fog,None,Low,2.1,67,Normal,No Action
REC_1490,2024-02-22,2024,2,London,England,UK,51.5074,-0.1278,34.0,87,124.8,101.1,1030,Rain,Storm,Medium,7.7,6,Watch,Monitor
REC_1491,2024-12-26,2024,12,Dubai,Dubai,UAE,25.2048,55.2708,-7.0,74,15.6,27.2,955,Fog,None,Low,1.0,11,Normal,No Action
REC_1492,2024-06-15,2024,6,Dubai,Dubai,UAE,25.2048,55.2708,40.4,20,177.0,50.6,1015,Snow,None,Low,3.5,34,Normal,No Action
REC_1493,2024-11-15,2024,11,Dubai,Dubai,UAE,25.2048,55.2708,7.0,50,107.2,69.1,956,Fog,None,Low,6.9,68,Normal,No Action
REC_1494,2024-04-03,2024,4,Mumbai,Maharashtra,India,19.076,72.8777,24.6,35,25.5,118.0,983,Rain,Cyclone,High,2.3,25,Warning,Alert Public
REC_1495,2023-08-11,2023,8,London,England,UK,51.5074,-0.1278,-5.7,14,117.9,4.8,1023,Snow,None,Low,2.9,59,Normal,No Action
REC_1496,2023-05-11,2023,5,Dubai,Dubai,UAE,25.2048,55.2708,20.8,47,37.4,39.2,1019,Rain,None,Low,7.3,60,Normal,No Action
REC_1497,2024-12-29,2024,12,Sydney,NSW,Australia,-33.8688,151.2093,25.5,65,107.6,82.9,1014,Rain,Cyclone,High,1.2,39,Warning,Alert Public
REC_1498,2023-09-16,2023,9,Los Angeles,California,USA,34.0522,-118.2437,13.3,86,190.7,83.4,1013,Thunderstorm,Storm,Medium,4.2,44,Watch,Monitor
REC_1499,2023-03-03,2023,3,Mumbai,Maharashtra,India,19.076,72.8777,41.3,53,190.0,37.4,1026,Clear,None,Low,3.9,69,Normal,No Action
REC_1500,2024-11-03,2024,11,Paris,Ile-de-France,France,48.8566,2.3522,42.6,85,49.3,67.8,1034,Clear,Heatwave,High,10.0,18,Warning,Alert Public
REC_1501,2024-07-30,2024,7,Paris,Ile-de-France,France,48.8566,2.3522,12.0,94,4.8,110.3,1025,Thunderstorm,Cyclone,High,7.8,82,Warning,Alert Public
REC_1502,2024-09-23,2024,9,Tokyo,Tokyo,Japan,35.6762,139.6503,-1.9,18,9.4,110.5,972,Rain,Cyclone,High,6.5,57,Warning,Alert Public
REC_1503,2023-12-15,2023,12,Moscow,Moscow,Russia,55.7558,37.6173,-8.7,38,179.9,50.8,1049,Cloudy,None,Low,2.7,10,Normal,No Action
REC_1504,2023-06-09,2023,6,Sydney,NSW,Australia,-33.8688,151.2093,0.8,64,88.8,94.0,1016,Rain,Cyclone,Medium,8.7,28,Watch,Monitor
REC_1505,2023-08-20,2023,8,Sydney,NSW,Australia,-33.8688,151.2093,-5.7,58,69.4,88.2,967,Thunderstorm,Storm,Medium,4.2,84,Watch,Monitor
REC_1506,2023-12-15,2023,12,Sydney,NSW,Australia,-33.8688,151.2093,35.8,67,100.5,18.6,1037,Clear,Drought,Medium,7.2,51,Watch,Monitor
